,Unnamed: 0,Unnamed: 0.1,CourseName,CourseTag,Content,Down-votes,Up-votes,User,NaiveWeight,Weight,score,weighted_score
36,36,38,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",人生 提升 ,0,1,网易浙江省金华手机网友&nbsp;Vulture2： ,1,0.011782032400589101,2.416278086559,0.028468666704671578
37,37,39,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Talentsareuniversal,butopportunitiesarenot. ",0,2,网易湖南省张家界手机网友&nbsp;有态度网友06U4Qi： ,2,0.013044393014937934,12.784252119386787,0.16676280904733448
38,38,40,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",本国 九年 义务教育 贫困 家庭 中 孩子 算是 一种 改变 命运 机遇 社会 优胜劣汰 社会 教育 成就 未 中国 教育 耗费 财力 物力 欠缺 地区 学校 呈现 教学 质量 有所不同 繁华 地区 教学 质量 相比 贫困 地区 世界 本来 公平 艰苦 环境 成功 少 少 也许 不该 抱怨 世界 太 公平 ,0,6,网易江西省南昌手机网友&nbsp;有态度网友07uUOd： ,6,0.018514622343782875,8.4441791878362,0.15634078866601844
39,39,41,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",lo ve w i n s I a m d e e p l y m o v e d b y h i s TED ta l k ,0,0,网易广东省深圳手机网友&nbsp;有态度网友07uROY： ,0,0.004207868714496108,13.104698667789789,0.05514285153709148
40,40,42,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",发自 内心 爱 群体 力量 ,0,2,网易山东省济宁网友&nbsp;194550896： ,2,0.014517147065011572,5.1491908787223,0.0747515612522278
41,41,43,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",机会 很难 把握 人生 场 赌 ,0,1,网易上海市奉贤区手机网友&nbsp;ohnn： ,1,0.007784557121817799,0.15177689317430035,0.001181515894687379
42,42,44,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",机会 天赋 稀缺 珍贵 ,0,4,网易河南省手机网友&nbsp;有态度网友07uA_b： ,4,0.017673048600883652,-1.7190578699515,-0.030380993283384387
43,43,45,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",珍惜 机会 ,0,3,网易河南省新乡手机网友&nbsp;有态度网友07utMP： ,3,0.016831474857984433,2.5290023443250003,0.04256683937428993
44,44,46,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",梦想 重 说 演讲 深深 感恩 感动 哽咽 生命 渴望 尊重 珍视 心怀 敬畏 收获 敬畏 ,0,7,网易河北省邯郸手机网友&nbsp;有态度网友07usfe： ,7,0.01914580265095729,5.114560788138302,0.09792237149602052
45,45,47,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",名字 改 句 话 L o v e w i n s ! ,0,1,网易山东省枣庄手机网友&nbsp;有态度网友07urfd： ,1,0.0048390490216705245,4.2138672330034,0.020391110111314583
46,46,48,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","打动 句 话 taletisuniversal,btoppotuntyisnot ",0,3,网易重庆市手机网友&nbsp;有态度网友07upU4： ,3,0.017252261729434042,12.203673284566788,0.21054096556584823
47,47,49,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",机会 努力 李恒 ,0,3,网易山东省手机网友&nbsp;有态度网友07ufd5： ,3,0.01598990111508521,1.67015973136,0.02670568895084368
48,48,50,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",演讲 感情 真挚 哽 感受 多元 文化 希望 世界 多元 拼死 筑 围墙 得利 文明 多元 包容 ,0,30,网易北京市海淀区手机网友：,30,0.01998737639385651,10.490355722193382,0.20967468832492556
49,49,51,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",千里马有伯乐 常有 ,0,3,网易河南省开封手机网友：,3,0.016200294550810013,4.892704681600001,0.07926325699204713
50,50,52,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",呃额 额额 额额 ,0,1,网易江西省手机网友&nbsp;有态度网友07ub4_： ,1,0.005049442457395329,-2.41473004796,-0.012193040427317484
51,51,53,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",少 套路 点 真诚 孤单 世界 学 关爱 理解 ,0,1,网易山东省手机网友&nbsp;有态度网友06y2XZ： ,1,0.005259835893120135,5.8959111738741,0.03101152521499106
52,52,54,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",感人 家人 同意 领养 孩子 信不过 人性 ,0,2,网易澳大利亚手机网友&nbsp;212430444： ,2,0.013675573322112349,1.0642045835985998,0.014553607812730693
53,53,55,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",办法 字幕 ,0,0,网易广东省手机网友&nbsp;有态度网友07u0e7： ,0,0.00042078687144961075,-2.4376745201160004,-0.001025741434932043
54,54,56,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",真 爱 敌 期望 中国 富 体谅 国度 屁民 做 点 公益 关注 点 民生 ,0,3,网易陕西省西安手机网友：,3,0.01641068798653482,7.6220101514145,0.12508243042506437
55,55,57,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",梦想 爱 真谛 ,0,1,网易北京市昌平区手机网友&nbsp;有态度网友07n1ME： ,1,0.005891016200294551,3.0212714711690003,0.01779835918214433
56,56,58,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",lo ve w i n ,0,1,网易湖北省襄阳手机网友&nbsp;有态度网友07u4Wu： ,1,0.0061014096360193565,4.963983968865,0.03028729962067852
57,57,59,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","taletisuniversal,btoppotuntiesarenot ",0,1,网易江苏省手机网友&nbsp;有态度网友07u26b： ,1,0.006311803071744161,12.357456474637388,0.07799783173556105
58,58,60,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",抓住 机会 ,0,1,网易山东省济南手机网友&nbsp;有态度网友07u1w_： ,1,0.006522196507468967,-3.044264322698,-0.019855290133313275
59,59,61,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",说 一点 没错 机会 难求 ,0,2,网易河南省许昌手机网友&nbsp;oep2jt_z7_420d8b7a07b7a38152fe1c2d357cb939： ,2,0.013465179886387544,-5.783892201679,-0.07788114893908185
60,60,62,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",天赋 机缘 难遇 ,0,2,网易广东省深圳手机网友&nbsp;有态度网友07tNRs： ,2,0.01325478645066274,0.7848506416341001,0.010403027650525629
61,61,63,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",lo ve w i n s ,0,0,网易黑龙江省齐齐哈尔手机网友&nbsp;有态度网友074bG3： ,0,0.0008415737428992215,7.778226815795,0.006545951454487691
62,62,64,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Talentisuniversal,butopportunitiesareno.<br><br>Wemaynotbeabletosolvethebigotryandtheracismofthisworldtoday,butcertainlywecanraisechildrentocreateapositive,inclusive,connec ted wo r l d f u l l o f e m pathy,loveandcom p a s s i o b r b r L o v e w i n s ",0,24,网易江苏省苏州手机网友&nbsp;有态度网友07tJkB： ,24,0.019776982958131704,16.17351375128979,0.31986330583236694
63,63,65,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",感触 出生 乌干达 孤 把握 机会 美国 寻求 梦想 获取 两个 学位 值得 学 美国 包容 博 印象 深 说 小孩 听话 领养 孩 ,0,31,网易福建省厦门手机网友&nbsp;有态度网友07tezz： ,31,0.020197769829581318,6.800259186018798,0.1373500698207037
64,64,66,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",讲 不错 拥有 机会 ,0,0,网易广西壮族自治区钦州手机网友&nbsp;chenlongdage： ,0,0.0012623606143488324,-2.1365554031040004,-0.002697103391252683
65,65,67,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Talentareuniversal,butopportunitiesarenot. ",0,1,网易天津市手机网友&nbsp;m187****3529： ,1,0.0071533768146433835,12.784252119386787,0.09145057270337698
66,66,69,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",珍惜 身边 ,0,0,网易江苏省常州手机网友&nbsp;小纯粹： ,0,0.0014727540500736377,3.4570775484724003,0.00509142496093137
67,67,70,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",学习 抓住 机会 ,0,0,网易广东省深圳手机网友&nbsp;有态度网友07tD7W： ,0,0.001683147485798443,-3.248554406288,-0.005467796181423101
68,68,71,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",莫名 真 可爱 ,0,0,网易陕西省咸阳手机网友&nbsp;有态度网友07rj6L： ,0,0.0018935409215232485,4.349249226822,0.008235481388890806
69,69,72,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",情况 全球化 沟通 交流 拥有 崭新 明天 ,0,0,网易北京市手机网友&nbsp;有态度网友06yr8F： ,0,0.002103934357248054,2.5481075638906,0.005361051049633074
70,70,73,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",真爱无敌 感动 感谢 多元 文化 包容 命运 改变 ,0,3,网易广东省珠海手机网友&nbsp;有态度网友07txpO： ,3,0.016621081422259626,10.017840387117182,0.16650734074947557
71,71,74,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Taletisuniversal,btoppotuntiesarenot ",0,0,网易陕西省西安手机网友&nbsp;117742444： ,0,0.00273511466442247,12.820523475149388,0.035065601762453616
72,72,75,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",多元 文化 理解 包容 真 爱 机会 天赋 努力 生活 原动力 ,0,3,网易安徽省安庆手机网友&nbsp;有态度网友07ttUq： ,3,0.017041868293709236,10.555200650857081,0.1798803393055804
73,73,76,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",电影 弱点 真人 版 ,0,1,网易广东省佛山手机网友&nbsp;coolly70： ,1,0.004628655585945719,0.9627235412249999,0.004456115696812539
74,74,77,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",千里马常有 伯乐 常有 ,0,0,网易四川省手机网友&nbsp;有态度网友07to1z： ,0,0.0023143277929728594,4.892704681600001,0.011323322427435306
75,75,78,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",美国 不可一世 原因 给予 个体 公平 决斗 权利 救助 施舍 决斗 中 生命 一方 心存 感激 ,0,44,网易四川省成都手机网友&nbsp;有态度网友07tnz-： ,44,0.02040816326530612,11.650943451562298,0.2377743561543326
76,76,79,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Talentisuniversal,oppertunitynot! ",0,1,网易广东省广州网友&nbsp;gucg： ,1,0.006732589943193772,14.58199365151079,0.09817458380987698
77,77,80,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",傻 逼 评论 死 ,0,1,网易河南省商丘手机网友：,1,0.00547022932884494,-3.9336342475741004,-0.02151788143002874
78,78,81,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",Lo ve w i n s ,0,0,网易湖北省武汉手机网友&nbsp;有态度网友06oeW2： ,0,0.0025247212286976647,4.363801994004,0.011017383532095098
79,79,82,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",生活 中 伸出 援助 手 也许 一刻 人生 焕发 光彩 ,0,1,网易广东省广州手机网友&nbsp;有态度网友07sW8t： ,1,0.006942983378918578,8.491896191932199,0.05895909411608722
80,80,83,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",喜欢 听 故事 好像 世界 fancinating～ ,0,4,网易江苏省苏州手机网友&nbsp;有态度网友078xaQ： ,4,0.01788344203660846,7.1602859228173985,0.12805055826624845
81,81,84,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",Lo ve W i n s ,0,1,网易山东省菏泽手机网友&nbsp;有态度网友073zPE： ,1,0.007994950557542605,4.269497068954999,0.03413441797186829
82,82,85,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",包容 世界 观念 ,0,0,网易四川省成都手机网友：,0,0.004418262150220913,5.15498263219554,0.02277606464887573
83,83,86,【TED首播】改变命运的那个机会,"多元文化,跨国收养,","Talentisuniversal,lovenot! ",0,0,网易北京市海淀区手机网友&nbsp;有态度网友06nGGS： ,0,0.003997475278771302,13.510815773676999,0.05400915205130717
84,84,87,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",el l d o n e ,0,0,网易西藏自治区拉萨手机网友&nbsp;有态度网友06KJiK： ,0,0.003787081843046497,0.8278888755839999,0.0031352829287843464
85,85,88,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",lo ve w i n s 🐶 ,0,3,网易浙江省杭州手机网友&nbsp;有态度网友07sJQr： ,3,0.015148327372185988,7.778226815795,0.11782712618077845
86,86,89,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",ys l o v e w i n s ,0,1,网易海南省澄迈县手机网友：,1,0.007574163686092994,8.842489326255,0.06697446154958553
87,87,90,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",紧张 活力 ,0,60,网易江苏省南通手机网友&nbsp;有态度网友06-AMS： ,60,0.020618556701030927,1.265861725608,0.026100241765113403
88,88,91,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",赠 玫瑰 手有余香 ,0,3,网易山东省威海手机网友&nbsp;有态度网友07rQE6： ,3,0.015358720807910795,8.294343932996,0.12739051275167432
89,89,92,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",赋予 平等 ,0,1,网易浙江省杭州手机网友&nbsp;有态度网友07sJg4： ,1,0.007363770250368188,3.225166596827,0.023749385838195875
90,90,93,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",机会 总 失之交臂 ,0,0,网易河南省郑州手机网友&nbsp;感冒1991： ,0,0.0035766884073216917,-0.48343698551399994,-0.0017291034617584681
91,91,94,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",Ed ucationisthechance! ,0,5,网易内蒙古自治区包头手机网友&nbsp;有态度网友07sDVL： ,5,0.01830422890805807,10.106296626053,0.18498796685600905
92,92,95,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",教育 机 ,0,0,网易内蒙古自治区包头手机网友&nbsp;有态度网友07sDVL： ,0,0.0029455081001472753,-0.2707169934841,-0.0007973990971549337
93,93,96,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",lo e w i n s E m b r a e m u l t i c u l t u r a l l i f e ,0,0,网易福建省手机网友：,0,0.003366294971596886,13.8683049202576,0.046684805117635515
94,94,97,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",天赋 机会 努力 每个人 ,0,2,网易河北省保定手机网友&nbsp;可爱的888888888： ,2,0.014306753629286767,0.7292082020655,0.01043260209140627
95,95,98,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",捐助 钱 真 会分 ,0,1,网易黑龙江省手机网友&nbsp;有态度网友078O27： ,1,0.005680622764569745,-0.7830694584969999,-0.004448322192177361
96,96,99,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",机会 遇 不可求 ,0,2,网易广东省中山手机网友&nbsp;12430250： ,2,0.01409636019356196,-2.0948406995064,-0.02952962904837551
97,97,100,【TED首播】改变命运的那个机会,"多元文化,跨国收养,",天赋 <b r> 生活 爱 ,0,1,网易湖南省长沙手机网友&nbsp;有态度网友07rc-7： ,1,0.00820534399326741,8.9848650840231,0.07372390874750703
98,98,101,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",翻译 成 绿色 洋葱 gr eenonion 合适 捏 ,1,0,网易山东省青岛手机网友&nbsp;有态度网友06xIbU： ,-1,0.00018315018315018318,8.9718290572772,0.0016431921350324543
99,99,102,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",汤 热翔 颜色 😱 ,0,2,网易广东省珠海手机网友：,2,0.016666666666666666,2.9882637199969997,0.049804395333283326
100,100,103,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",汤 热翔 颜色 😱 ,0,0,网易广东省珠海手机网友：,0,0.010439560439560439,2.9882637199969997,0.03119615971425439
101,101,104,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",评论 吐槽 放心 ,0,1,网易四川省成都手机网友&nbsp;sushuaishuai5550： ,1,0.013919413919413919,-4.1810397791148,-0.05819762329903385
102,102,105,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",翻译 几处 不准 g r e e n o n i o n 葱 绿色 洋葱 👈 ,0,0,网易上海市普陀区手机网友：,0,0.010256410256410256,7.098894186906599,0.07280917114775999
103,103,106,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",中华 美食 玷污 ,0,1,网易江苏省徐州手机网友：,1,0.013736263736263736,5.5126384961347,0.07572305626558654
104,104,108,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",大气 也许 讲解 做饭 不一气呵成 ,0,0,网易陕西省西安手机网友：,0,0.010073260073260074,-1.3243538928816,-0.01334056119203077
105,105,109,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",大厨 华裔 瞎掰 竞取 名担 担面 ,0,1,网易四川省资阳手机网友：,1,0.014652014652014652,1.5662095691699998,0.022948125555604392
106,106,110,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",厨师 动作 三流 ,0,0,网易上海市闵行区手机网友：,0,0.00989010989010989,1.3447525504980002,0.013299750499430772
107,107,111,拉斯维加斯艺术学院{##公开课##}：中国美食,"中国美食,美食,纪录片,{##国际##}{##名校##}{##公开课##},网易{##公开课##},拉斯维加斯艺术学院,",抽 加生 抽加 白糖 加醋 真 玩 ,0,1,网易广东省云浮手机网友：,1,0.01336996336996337,6.95904130265283,0.09304212730653051
